time,tpt
4.048312,18195272.679216
4.051017,18166691.368419
4.053723,18166778.656696
4.056429,18165643.974518
4.059131,18187166.636140
4.061834,18189266.512055
4.064541,18152756.152112
4.067244,18186076.507172
4.069950,18165717.825258
4.072653,18180681.620208
4.075359,18166013.234224
4.078068,18145980.782656
4.080770,18191137.963897
4.083473,18183378.663534
4.086175,18191878.572764
4.088872,18219296.545072
4.091579,18161589.818986
4.094280,18198849.983153
4.096982,18188330.930524
4.099679,18225728.044639
4.102380,18199523.832445
4.105078,18218256.581935
4.107781,18178012.268087
4.110480,18211148.845167
4.113181,18199705.780310
4.115892,18128700.049903
4.118593,18203237.637208
4.121302,18142404.141689
4.124008,18161006.008591
4.126711,18183250.855392
4.129414,18185558.405271
4.132112,18221106.634178
4.134814,18191010.046654
4.137518,18173334.388317
4.140223,18174496.912310
4.142927,18174718.682333
4.145621,18244338.731805
4.148317,18235018.492116
4.151012,18238151.249903
4.155451,11072375.019035
4.161374,8298393.705701
4.167311,8278390.524045
4.173299,8209170.849026
4.177804,10911132.387385
4.183022,9418403.251832
4.188041,9794665.143690
4.193406,9160578.500075
4.197388,12343390.966964
4.201744,11283622.219039
4.206105,11272869.634739
4.210037,12499659.865416
4.214451,11134983.584780
4.218679,11624920.355389
4.222618,12478414.363987
4.227101,10963308.870796
4.230712,13612480.766057
4.234441,13182342.869648
4.238920,10972895.706368
4.242654,13165764.832847
4.246811,11822418.385939
4.250764,12433657.185514
4.254912,11849054.729798
4.258969,12116037.085643
4.263171,11696797.087985
4.267193,12222843.079255
4.270936,13129670.994251
4.275388,11040924.785272
4.279166,13012055.847642
4.283582,11128428.842989
4.288055,10988866.037648
4.292586,10847572.537845
4.296986,11171856.159624
4.301528,10820542.387612
4.305608,12046973.195534
4.309678,12077747.551192
4.314075,11178314.724414
4.317788,13240116.648358
4.321458,13392138.276443
4.325857,11173273.253954
4.330272,11131561.550728
4.334122,12766550.971530
4.338379,11547729.888561
4.342552,11778254.799653
4.347153,10682885.735374
4.351581,11099681.927450
4.356376,10251488.073823
4.361246,10092286.767795
4.365408,11810464.534846
